,Actb,Gadph,Metabolic process,#Detected Genes,Mapping rate
ola_mES_lif_1_54.counts,0.002574871,0.00043678,0.038015014,10248,0.815057765
ola_mES_lif_1_55.counts,0.003033213,0.000216658,0.028411278,10988,0.835872343
ola_mES_lif_1_56.counts,0.005426033,0.000249388,0.028802097,10140,0.797169474
ola_mES_lif_1_57.counts,0.005323602,0.000426336,0.030897382,10932,0.831194241
ola_mES_lif_1_58.counts,0.002634161,0.000429834,0.03333608,11058,0.836680298
ola_mES_lif_1_59.counts,0.004017168,0.000250411,0.029414336,10516,0.836112657
ola_mES_lif_1_6.counts,0.003615631,0.000365819,0.035021025,11690,0.820548889
ola_mES_lif_1_60.counts,0.004063125,0.000300672,0.032090117,12065,0.818704387
ola_mES_lif_1_61.counts,0.00634816,0.000313323,0.026692254,11574,0.800404794
ola_mES_lif_1_62.counts,0.003603649,0.000266395,0.030040319,11913,0.779176459
ola_mES_lif_1_63.counts,0.005688581,0.000230207,0.026845911,10353,0.789120668
ola_mES_lif_1_64.counts,0.002402915,0.00023444,0.03071941,9711,0.794082816
ola_mES_lif_1_65.counts,0.003919564,0.000462966,0.03375778,9591,0.804790699
ola_mES_lif_1_66.counts,0.003298343,0.000340509,0.03165755,12532,0.781610754
ola_mES_lif_1_67.counts,0.003283467,0.000165354,0.030066707,13156,0.822673632
ola_mES_lif_1_68.counts,0.005235035,0.000231311,0.026787557,12593,0.782373907
ola_mES_lif_1_69.counts,0.002724008,0.000289508,0.030120908,11240,0.780364939
ola_mES_lif_1_7.counts,0.004708674,0.000231151,0.027168199,12441,0.810661265
ola_mES_lif_1_70.counts,0.005095456,0.000267037,0.032451029,11578,0.798933648
ola_mES_lif_1_71.counts,0.001482792,0.000167412,0.034104226,6221,0.047786241
ola_mES_lif_1_72.counts,0.0033122,0.00022808,0.033800204,11801,0.824475344
ola_mES_lif_1_73.counts,0.003693087,0.000332243,0.029063501,12514,0.803775995
ola_mES_lif_1_74.counts,0.004783184,0.000127615,0.027060442,12229,0.844681016
ola_mES_lif_1_75.counts,0.005224981,0.000235657,0.026640928,9911,0.829559042
ola_mES_lif_1_76.counts,0.00360518,0.000175009,0.014210711,4312,0.083838746
ola_mES_lif_1_77.counts,0.002896788,5.36E-05,0.084221443,4932,0.137255638
ola_mES_lif_1_78.counts,0.002100198,8.31E-05,0.008763414,8598,0.057249956
ola_mES_lif_1_79.counts,0.003186495,0.000182323,0.026811345,12370,0.807711743
ola_mES_lif_1_8.counts,0.007461677,0.000332421,0.028030675,12718,0.807652771
ola_mES_lif_1_80.counts,0.004340735,0.0003537,0.028792597,13484,0.809390833
ola_mES_lif_1_81.counts,0.004412846,0.000260412,0.029471445,12703,0.801934171
ola_mES_lif_1_82.counts,0.006630161,0.000275872,0.028630202,10421,0.799704177
ola_mES_lif_1_83.counts,0.001157906,8.08E-05,0.010555795,4524,0.110614035
ola_mES_lif_1_84.counts,0.003715427,0.000425745,0.039467632,11565,0.83081223
ola_mES_lif_1_85.counts,0.004856621,0.000149676,0.064260784,8931,0.587564665
ola_mES_lif_1_86.counts,0.006116933,0.000273753,0.027185992,11349,0.820496152
ola_mES_lif_1_87.counts,0.004155412,0.000623312,0.032619988,2389,0.413564527
ola_mES_lif_1_88.counts,0.001179404,0.00017915,0.014182703,6908,0.062825399
ola_mES_lif_1_89.counts,0.003447427,0.00049249,0.033489288,2099,0.376569214
ola_mES_lif_1_9.counts,0.003738779,0.000385937,0.030122123,11935,0.816766531
ola_mES_lif_1_90.counts,0.001541163,0.000189487,0.015904296,7724,0.084520845
ola_mES_lif_1_91.counts,0.002487279,0.000100232,0.026958439,11256,0.815183358
ola_mES_lif_1_92.counts,0.004101239,0.000338276,0.036978384,10786,0.826719392
ola_mES_lif_1_93.counts,0.004058054,0.000240799,0.027061352,11244,0.82211845
ola_mES_lif_1_94.counts,0.001467553,0.000126118,0.022196744,8048,0.096838756
ola_mES_lif_1_95.counts,0.003508076,0.000326127,0.035744501,10930,0.836068739
ola_mES_lif_1_96.counts,0.004045347,0.000226268,0.028531666,12322,0.793463531
ola_mES_lif_2_1.counts,0.009515685,0.000220666,0.026370291,11298,0.781881732
ola_mES_lif_2_10.counts,0.008373823,0.000264263,0.027301184,11770,0.824989854
ola_mES_lif_2_11.counts,0.008787688,0.000312467,0.024029439,11500,0.762847041
ola_mES_lif_2_12.counts,0.03116514,0.000227381,0.021096706,11181,0.818311739
ola_mES_lif_2_13.counts,0.010286392,0.000246601,0.026495843,11127,0.787979294
ola_mES_lif_2_14.counts,0.009645182,0.000233607,0.024816833,12309,0.771300489
ola_mES_lif_2_15.counts,0.012146045,0.000176048,0.027558216,11295,0.79791775
ola_mES_lif_2_16.counts,0.008469371,0.000277729,0.028794513,10724,0.808219816
ola_mES_lif_2_17.counts,0.010237177,0.00021522,0.028079677,11161,0.78523936
ola_mES_lif_2_18.counts,0.008205476,0.00019139,0.02755173,11178,0.802557979
ola_mES_lif_2_19.counts,0.009657741,0.00030879,0.031480457,11609,0.791573905
ola_mES_lif_2_2.counts,0.010754772,0.000253953,0.026704926,11354,0.794221078
ola_mES_lif_2_20.counts,0.011988153,0.000165785,0.023755538,11663,0.773743489
ola_mES_lif_2_21.counts,0.009150276,0.000208494,0.025852373,11010,0.797364432
ola_mES_lif_2_22.counts,0.008065795,0.000230211,0.02650501,12163,0.775471916
ola_mES_lif_2_23.counts,0.010693837,0.000226514,0.024197805,11736,0.777396675
ola_mES_lif_2_24.counts,0.007654688,0.000382734,0.032022114,4625,0.780724133
ola_mES_lif_2_25.counts,0.007134379,0.000199915,0.026577346,11691,0.806147981
ola_mES_lif_2_26.counts,0.010034106,0.000258509,0.033200004,10776,0.770744809
ola_mES_lif_2_27.counts,0.008359011,0.000260081,0.028986401,11342,0.780483025
ola_mES_lif_2_28.counts,0.007069814,0.000237022,0.02907665,11542,0.780856266
ola_mES_lif_2_29.counts,0.006843722,0.000171687,0.026178598,11303,0.780007483
ola_mES_lif_2_3.counts,0.011095374,0.000213138,0.027586601,11324,0.782657303
ola_mES_lif_2_30.counts,0.01925645,0.000193561,0.022843928,11825,0.795400258
ola_mES_lif_2_31.counts,0.011412289,0.00030877,0.020990715,11601,0.792011572
ola_mES_lif_2_32.counts,0.006502938,0.000221145,0.026943669,11017,0.798438846
ola_mES_lif_2_33.counts,0.005990389,0.000191483,0.024975486,11205,0.788026037
ola_mES_lif_2_34.counts,0.013146684,0.000257667,0.025742103,12073,0.790034602
ola_mES_lif_2_35.counts,0.007050293,0.000258967,0.02380538,10190,0.753827193
ola_mES_lif_2_36.counts,0.010366167,0.000274804,0.026363339,11932,0.79466147
ola_mES_lif_2_37.counts,0.008123307,0.000303117,0.029944158,11706,0.781465823
ola_mES_lif_2_38.counts,0.007705079,0.000273689,0.030862312,11607,0.800676648
ola_mES_lif_2_39.counts,0.005770752,0.000243919,0.029051748,11305,0.785956829
ola_mES_lif_2_4.counts,0.009927499,0.000189671,0.025751422,12029,0.791890739
ola_mES_lif_2_40.counts,0.008804295,0.000557547,0.028336832,11462,0.764625256
ola_mES_lif_2_41.counts,0.006180125,0.000286269,0.026330872,11699,0.804364508
ola_mES_lif_2_42.counts,0.006062251,0.000291327,0.027134571,10529,0.769028889
ola_mES_lif_2_43.counts,0.006528976,0.000255333,0.026779846,10273,0.784434694
ola_mES_lif_2_44.counts,0.006694937,0.000333027,0.026170847,11277,0.780705975
ola_mES_lif_2_45.counts,0.012267585,0.000255372,0.023330665,11370,0.824081314
ola_mES_lif_2_46.counts,0.006149036,0.000142376,0.023219124,10483,0.774081361
ola_mES_lif_2_47.counts,0.008871402,0.000268457,0.023720789,11571,0.756968189
ola_mES_lif_2_48.counts,0.016491173,0.000265884,0.02305343,11471,0.788507402
ola_mES_lif_2_49.counts,0.006774385,0.000289478,0.026529832,11167,0.800175015
ola_mES_lif_2_5.counts,0.013696061,0.000228442,0.0240516,10985,0.798961977
ola_mES_lif_2_50.counts,0.006354989,0.000307137,0.030637479,11038,0.796114116
ola_mES_lif_2_51.counts,0.007191107,0.00032599,0.027111073,11545,0.791825606
ola_mES_lif_2_52.counts,0.005874854,0.000232875,0.02680659,10921,0.777711478
ola_mES_lif_2_53.counts,0.017937226,0.000251763,0.021270383,11317,0.815948925
ola_mES_lif_2_54.counts,0.005474624,0.000255604,0.02957238,11669,0.787017243
ola_mES_lif_2_55.counts,0.007945222,0.000267835,0.028846789,11687,0.815278288
ola_mES_lif_2_56.counts,0.012556922,0.000233943,0.030157418,11920,0.826541669
ola_mES_lif_2_57.counts,0.029346144,0.000147903,0.016995822,10936,0.858724927
ola_mES_lif_2_58.counts,0.015648725,0.000299155,0.025698034,11634,0.800652931
ola_mES_lif_2_59.counts,0.00655025,0.000268512,0.024582956,11579,0.762157692
ola_mES_lif_2_6.counts,0.006711194,0.000172475,0.023077842,11023,0.79630088
ola_mES_lif_2_60.counts,0.00704604,0.000249269,0.027362485,11593,0.784467505
ola_mES_lif_2_61.counts,0.010533803,0.000142259,0.023418535,13399,0.805457534
ola_mES_lif_2_62.counts,0.010596013,0.000372409,0.008526465,7723,0.56742073
ola_mES_lif_2_63.counts,0.009146637,0.000244825,0.027235648,11736,0.785116874
ola_mES_lif_2_64.counts,0.0078792,0.000239667,0.026044254,10620,0.764191827
ola_mES_lif_2_65.counts,0.006271369,0.000321338,0.02636029,11497,0.7822252
ola_mES_lif_2_66.counts,0.005946275,0.000253243,0.0288902,11638,0.784970401
ola_mES_lif_2_67.counts,0.008184948,0.000207073,0.026484808,11198,0.778997274
ola_mES_lif_2_68.counts,0.004980432,0.00028877,0.02922447,11610,0.813822528
ola_mES_lif_2_69.counts,0.007609101,0.000217442,0.026335613,11674,0.788368098
ola_mES_lif_2_7.counts,0.010752838,0.000206843,0.025592622,10915,0.815729008
ola_mES_lif_2_70.counts,0.00775599,0.000198542,0.026832385,11362,0.801394757
ola_mES_lif_2_71.counts,0.011035399,0.000297886,0.027611167,11821,0.777031827
ola_mES_lif_2_72.counts,0.014857601,0.000303743,0.029316253,10856,0.784791821
ola_mES_lif_2_73.counts,0.024984516,0.000241288,0.02149325,12161,0.819149388
ola_mES_lif_2_74.counts,0.007076379,0.000226824,0.024982507,11678,0.806085308
ola_mES_lif_2_75.counts,0.020515292,0.000187408,0.023851145,11788,0.827200214
ola_mES_lif_2_76.counts,0.009062315,0.000264174,0.025653709,11456,0.82013361
ola_mES_lif_2_77.counts,0.006309995,0.000276797,0.029618987,11393,0.81048827
ola_mES_lif_2_78.counts,0.01187531,0.000258117,0.027088879,11787,0.794142387
ola_mES_lif_2_79.counts,0.009269572,0.000213156,0.025780412,11530,0.79430481
ola_mES_lif_2_8.counts,0.009587321,0.000234951,0.024364718,10781,0.777689075
ola_mES_lif_2_80.counts,0.007896474,0.000250273,0.028986274,10534,0.810090633
ola_mES_lif_2_81.counts,0.007330698,0.000207387,0.021862679,11280,0.794989016
ola_mES_lif_2_82.counts,0.008156159,0.000259997,0.027945025,11646,0.80121894
ola_mES_lif_2_83.counts,0.007075673,0.000261313,0.024964409,11148,0.766013495
ola_mES_lif_2_84.counts,0.010906577,0.000283534,0.026143912,11996,0.766373239
ola_mES_lif_2_85.counts,0.006639349,0.000171824,0.024128834,10524,0.783427186
ola_mES_lif_2_86.counts,0.008395339,0.000293591,0.027612354,11264,0.798851302
ola_mES_lif_2_87.counts,0.011989181,0.000229504,0.023736446,11118,0.812743479
ola_mES_lif_2_88.counts,0.006407214,0,0.030612245,2103,0.669017188
ola_mES_lif_2_89.counts,0.006353997,0.000155387,0.0313945,10797,0.823085821
ola_mES_lif_2_9.counts,0.013356818,0.000291465,0.026900933,11597,0.764634982
ola_mES_lif_2_90.counts,0.011923145,0.000401263,0.029973295,11447,0.790489938
ola_mES_lif_2_91.counts,0.014687424,0.000184374,0.026500071,10884,0.805564569
ola_mES_lif_2_92.counts,0.013043579,0.00017819,0.026520153,11755,0.78229626
ola_mES_lif_2_93.counts,0.007637157,0.000259055,0.027952386,11063,0.810822059
ola_mES_lif_2_94.counts,0.005154964,0.000159643,0.022598846,11088,0.798378502
ola_mES_lif_2_95.counts,0.010490129,0.000207002,0.026414741,11400,0.791516748
ola_mES_lif_2_96.counts,0.009260527,0.000273217,0.027145264,10672,0.81012
ola_mES_lif_3_1.counts,0.005911588,0.000139703,0.024826795,11494,0.746806947
ola_mES_lif_3_10.counts,0.00572221,0.000164651,0.03067187,10879,0.711424026
ola_mES_lif_3_11.counts,0.015919016,0.000193641,0.025010895,12385,0.74133175
ola_mES_lif_3_12.counts,0.010014417,0.000122678,0.027058088,11657,0.780583848
ola_mES_lif_3_13.counts,0.011418002,0.000129189,0.026107134,11501,0.755463972
ola_mES_lif_3_14.counts,0.01780483,0.000147588,0.025505345,12581,0.756724394
ola_mES_lif_3_15.counts,0.012825611,0.000123704,0.026539527,12121,0.737798904
ola_mES_lif_3_16.counts,0.014816849,0.000147893,0.023121604,12365,0.750243645
ola_mES_lif_3_17.counts,0.017710576,0.00015163,0.025134174,12205,0.762812909
ola_mES_lif_3_18.counts,0.02445225,0.000135531,0.019144528,11592,0.777578059
ola_mES_lif_3_19.counts,0.007783112,0.00017373,0.027478556,11747,0.704709409
ola_mES_lif_3_2.counts,0.014286743,0.000151861,0.029366176,9811,0.707729072
ola_mES_lif_3_20.counts,0.02801283,0.000150201,0.022890562,12499,0.774832566
ola_mES_lif_3_21.counts,0.007997531,0.000116089,0.027980108,11018,0.734043529
ola_mES_lif_3_22.counts,0.005630678,0.000206252,0.029584668,12138,0.754678573
ola_mES_lif_3_23.counts,0.015053219,0.000134507,0.027935179,12364,0.736809986
ola_mES_lif_3_24.counts,0.012319196,0.000125873,0.025523018,11227,0.780719493
ola_mES_lif_3_25.counts,0.003260327,8.84E-06,0.013930756,9091,0.5309838
ola_mES_lif_3_26.counts,0.005809249,0.000152141,0.029746942,11545,0.735638559
ola_mES_lif_3_27.counts,0.011133658,0.000203266,0.032099668,12463,0.724514713
ola_mES_lif_3_28.counts,0.011383337,0.000277694,0.025871825,13117,0.74893153
ola_mES_lif_3_29.counts,0.005719006,0.00015372,0.026923481,12116,0.742576392
ola_mES_lif_3_3.counts,0.008665854,0.000154248,0.028306514,11963,0.742198809
ola_mES_lif_3_30.counts,0.011106759,0.000150751,0.02751693,12448,0.766586654
ola_mES_lif_3_31.counts,0.00792349,0.000171787,0.028640195,12786,0.756518205
ola_mES_lif_3_32.counts,0.004667189,0.000258883,0.036805552,11072,0.710152842
ola_mES_lif_3_33.counts,0.012633122,0.000130489,0.026573944,11593,0.782091034
ola_mES_lif_3_34.counts,0.031045033,9.95E-05,0.019749291,11578,0.789621526
ola_mES_lif_3_35.counts,0.024470768,0.000123023,0.019904031,12566,0.795966534
ola_mES_lif_3_36.counts,0.006556969,0.000150085,0.027326133,11504,0.761814653
ola_mES_lif_3_37.counts,0.005858954,0.00014618,0.027322091,11019,0.7231297
ola_mES_lif_3_38.counts,0.007325105,0.000116997,0.023355744,12462,0.718843608
ola_mES_lif_3_39.counts,0.007246873,0.000157763,0.027570788,12634,0.760992782
ola_mES_lif_3_4.counts,0.006729211,0.000163541,0.03058181,11879,0.759564938
ola_mES_lif_3_40.counts,0.007968843,0.000245872,0.031789402,12727,0.749906633
ola_mES_lif_3_41.counts,0.013199915,0.000100592,0.022141152,14211,0.734775493
ola_mES_lif_3_42.counts,0.007392167,0.000276163,0.034482749,12541,0.774156066
ola_mES_lif_3_43.counts,0.003434066,0,0.024725275,1556,0.545780969
ola_mES_lif_3_44.counts,0.004891536,0,0.033390047,2321,0.64277501
ola_mES_lif_3_45.counts,0.0077973,0.00026597,0.028803377,11717,0.765577579
ola_mES_lif_3_46.counts,0.01385255,0.000224131,0.027797536,12030,0.771677565
ola_mES_lif_3_47.counts,0.020487632,0.000121531,0.02097394,11180,0.781237039
ola_mES_lif_3_48.counts,0.004168293,0.000182096,0.030378831,11121,0.728193105
ola_mES_lif_3_49.counts,0.008913298,0.000234184,0.032790939,12930,0.805457308
ola_mES_lif_3_5.counts,0.006878929,0.000171765,0.033963449,11591,0.719297339
ola_mES_lif_3_50.counts,0.007082914,0.000242468,0.031397715,10712,0.711850835
ola_mES_lif_3_51.counts,0.006708998,0.000198054,0.028674549,12689,0.716728162
ola_mES_lif_3_52.counts,0.006776825,0.00016316,0.031922294,12174,0.755988927
ola_mES_lif_3_53.counts,0.017665603,0.000184709,0.026208267,11923,0.768819099
ola_mES_lif_3_54.counts,0.006792633,0.000286044,0.028748853,13432,0.764529522
ola_mES_lif_3_55.counts,0.010579747,0.000239208,0.022457957,12724,0.720429894
ola_mES_lif_3_56.counts,0.006116488,0.000292411,0.03694398,11499,0.732783978
ola_mES_lif_3_57.counts,0.007550011,0.000203926,0.030176368,12162,0.753567007
ola_mES_lif_3_58.counts,0.005769662,0.000171065,0.027219621,12069,0.774100932
ola_mES_lif_3_59.counts,0.007194409,9.64E-05,0.022720342,10140,0.67172233
ola_mES_lif_3_6.counts,0.007644477,0.000196245,0.029345666,12439,0.749400037
ola_mES_lif_3_60.counts,0.005794182,0.000162984,0.031723559,12385,0.762852057
ola_mES_lif_3_61.counts,0.009087234,0.00019274,0.030499171,12706,0.761947459
ola_mES_lif_3_62.counts,0.006631567,0.000202954,0.032194889,12454,0.745188929
ola_mES_lif_3_63.counts,0.008491218,0.000190656,0.028710862,12593,0.744605531
ola_mES_lif_3_64.counts,0.004324725,0.000134105,0.031849851,11736,0.750242645
ola_mES_lif_3_65.counts,0.010698848,0.00016109,0.029600182,12355,0.746265588
ola_mES_lif_3_66.counts,0.010835913,0.000169155,0.028464562,13110,0.772804216
ola_mES_lif_3_67.counts,0.007843447,0.000126648,0.025998202,13332,0.728893424
ola_mES_lif_3_68.counts,0.005958904,0.000188963,0.026957154,12130,0.677300065
ola_mES_lif_3_69.counts,0.016012551,0.000196061,0.025597944,11780,0.764550254
ola_mES_lif_3_7.counts,0.00824907,0.000122689,0.023635562,11289,0.623303451
ola_mES_lif_3_70.counts,0.019973912,0.000175008,0.026044146,11910,0.772492615
ola_mES_lif_3_71.counts,0.007536082,0.000223543,0.026173018,12586,0.78039863
ola_mES_lif_3_72.counts,0.010964116,0.000162353,0.027506618,12074,0.77215197
ola_mES_lif_3_73.counts,0.016682853,0.000180526,0.026617701,11874,0.751867913
ola_mES_lif_3_74.counts,0.015909536,0.000166224,0.024824886,11866,0.7225867
ola_mES_lif_3_75.counts,0.009038953,0.00014246,0.027316456,11215,0.713826566
ola_mES_lif_3_76.counts,0.015541851,0.000180538,0.020318644,9452,0.714886011
ola_mES_lif_3_77.counts,0.00668157,0.000186473,0.030625358,10763,0.737410275
ola_mES_lif_3_78.counts,0.006187799,0.000149479,0.029294728,11362,0.712002078
ola_mES_lif_3_79.counts,0.013816981,0.000147153,0.020408032,11751,0.713109077
ola_mES_lif_3_8.counts,0.009560101,9.95E-05,0.027545301,12061,0.784510439
ola_mES_lif_3_80.counts,0.010409991,0.000170899,0.025046022,11905,0.728707416
ola_mES_lif_3_81.counts,0.012243424,9.13E-05,0.022525159,9622,0.718350371
ola_mES_lif_3_82.counts,0.008588595,0.000167535,0.029170552,11447,0.747051974
ola_mES_lif_3_83.counts,0.005417753,0.000162671,0.025030573,10739,0.701408678
ola_mES_lif_3_84.counts,0.006242139,0.000215694,0.028287994,11322,0.742782546
ola_mES_lif_3_85.counts,0.014474498,0.000170633,0.02864984,11127,0.706664065
ola_mES_lif_3_86.counts,0.024054581,0.000190483,0.020180586,11773,0.722534912
ola_mES_lif_3_87.counts,0.008212078,0.000132445,0.032366741,11792,0.725695479
ola_mES_lif_3_88.counts,0.011823409,0.000208831,0.027425035,10861,0.732603453
ola_mES_lif_3_89.counts,0.015085621,0.000176927,0.027262355,10378,0.720062702
ola_mES_lif_3_9.counts,0.010516452,0.000166629,0.028070511,11489,0.723799377
ola_mES_lif_3_90.counts,0.032078005,0.000240817,0.017604147,9483,0.686412462
ola_mES_lif_3_91.counts,0.018535426,0.000122227,0.017037882,11602,0.733397078
ola_mES_lif_3_92.counts,0.034281337,0.00015774,0.022754448,12312,0.744615537
ola_mES_lif_3_93.counts,0.004855478,0.00015357,0.027468241,10564,0.696668424
ola_mES_lif_3_94.counts,0.023640654,0.000206188,0.024006093,11185,0.725554378
ola_mES_lif_3_95.counts,0.015464284,0.00012606,0.022605277,11682,0.735470858
ola_mES_lif_3_96.counts,0.010042198,0.000166603,0.027421889,11367,0.729142791
